Dataset,Method,RTT,
wol,CASTLES-Pro,3.673786,
wol,CASTLES-Pro,4.752495,
wol,CASTLES-Pro,4.729714,
wol,CASTLES-Pro,3.947479,
wol,CASTLES-Pro,4.114485,
wol,CASTLES-Pro,4.008813,
wol,CASTLES-Pro,4.123324,
wol,CASTLES-Pro,3.803624,
wol,CASTLES-Pro,3.823237,
wol,CASTLES-Pro,3.835753,
wol,CASTLES-Pro,3.80142,
wol,CASTLES-Pro,3.951596,
wol,CASTLES-Pro,3.919619,
wol,CASTLES-Pro,3.838018,
wol,CASTLES-Pro,3.728197,
wol,CASTLES-Pro,3.936563,
wol,CASTLES-Pro,3.851308,
wol,CASTLES-Pro,3.876396,
wol,CASTLES-Pro,3.83894,
wol,CASTLES-Pro,3.857662,
wol,CASTLES-Pro,3.863615,
wol,CASTLES-Pro,3.758705,
wol,CASTLES-Pro,3.804751,
wol,CASTLES-Pro,4.170435,
wol,CASTLES-Pro,4.165935,
wol,CASTLES-Pro,3.948201,
wol,CASTLES-Pro,3.817084,
wol,CASTLES-Pro,3.522582,
wol,CASTLES-Pro,3.423136,
wol,CASTLES-Pro,3.61563,
wol,CASTLES-Pro,3.66371,
wol,CASTLES-Pro,3.293896,
wol,CASTLES-Pro,3.58467,
wol,CASTLES-Pro,3.460828,
wol,CASTLES-Pro,3.267618,
wol,CASTLES-Pro,3.307391,
wol,CASTLES-Pro,3.187519,
wol,CASTLES-Pro,3.209625,
wol,CASTLES-Pro,4.090445,
wol,CASTLES-Pro,4.131404,
wol,CASTLES-Pro,3.4182,
wol,CASTLES-Pro,3.834288,
wol,CASTLES-Pro,3.833153,
wol,CASTLES-Pro,3.223014,
wol,CASTLES-Pro,3.745021,
wol,CASTLES-Pro,3.720541,
wol,CASTLES-Pro,3.494982,
wol,CASTLES-Pro,3.595393,
wol,CASTLES-Pro,3.777926,
wol,CASTLES-Pro,3.77081,
wol,CASTLES-Pro,3.781316,
wol,CASTLES-Pro,3.618457,
wol,CASTLES-Pro,3.145777,
wol,CASTLES-Pro,2.870816,
wol,CASTLES-Pro,4.542459,
wol,CASTLES-Pro,4.404841,
wol,CASTLES-Pro,4.379432,
wol,CASTLES-Pro,4.283658,
wol,CASTLES-Pro,4.095794,
wol,CASTLES-Pro,3.937686,
wol,CASTLES-Pro,3.828399,
wol,CASTLES-Pro,4.994343,
wol,CASTLES-Pro,5.004876,
wol,CASTLES-Pro,4.633024,
wol,CASTLES-Pro,4.487812,
wol,CASTLES-Pro,4.307168,
wol,CASTLES-Pro,4.161877,
wol,CASTLES-Pro,4.140362,
wol,CASTLES-Pro,3.68793,
wol,CASTLES-Pro,4.420278,
wol,CASTLES-Pro,4.401828,
wol,CASTLES-Pro,4.198253,
wol,CASTLES-Pro,4.054806,
wol,CASTLES-Pro,4.056786,
wol,CASTLES-Pro,3.66025,
wol,CASTLES-Pro,3.845157,
wol,CASTLES-Pro,3.878524,
wol,CASTLES-Pro,3.851433,
wol,CASTLES-Pro,3.613764,
wol,CASTLES-Pro,3.521803,
wol,CASTLES-Pro,3.432956,
wol,CASTLES-Pro,3.270738,
wol,CASTLES-Pro,3.856124,
wol,CASTLES-Pro,3.864522,
wol,CASTLES-Pro,3.388886,
wol,CASTLES-Pro,3.271282,
wol,CASTLES-Pro,4.048749,
wol,CASTLES-Pro,4.105275,
wol,CASTLES-Pro,3.918176,
wol,CASTLES-Pro,3.946997,
wol,CASTLES-Pro,3.404215,
wol,CASTLES-Pro,3.506814,
wol,CASTLES-Pro,3.023775,
wol,CASTLES-Pro,3.854505,
wol,CASTLES-Pro,4.09749,
wol,CASTLES-Pro,3.484369,
wol,CASTLES-Pro,3.486317,
wol,CASTLES-Pro,3.036838,
wol,CASTLES-Pro,2.975373,
wol,CASTLES-Pro,4.605018,
wol,CASTLES-Pro,4.541357,
wol,CASTLES-Pro,4.826357,
wol,CASTLES-Pro,3.939472,
wol,CASTLES-Pro,3.974926,
wol,CASTLES-Pro,3.834815,
wol,CASTLES-Pro,3.665972,
wol,CASTLES-Pro,3.709575,
wol,CASTLES-Pro,3.210732,
wol,CASTLES-Pro,4.56517,
wol,CASTLES-Pro,4.585192,
wol,CASTLES-Pro,4.446008,
wol,CASTLES-Pro,5.332522,
wol,CASTLES-Pro,5.460293,
wol,CASTLES-Pro,3.178528,
wol,CASTLES-Pro,3.152322,
wol,CASTLES-Pro,3.925396,
wol,CASTLES-Pro,3.909556,
wol,CASTLES-Pro,3.376321,
wol,CASTLES-Pro,3.361592,
wol,CASTLES-Pro,2.857413,
wol,CASTLES-Pro,2.977081,
wol,CASTLES-Pro,3.009162,
wol,CASTLES-Pro,3.085994,
wol,CASTLES-Pro,3.084878,
wol,CASTLES-Pro,2.714796,
wol,CASTLES-Pro,3.379154,
wol,CASTLES-Pro,3.404112,
wol,CASTLES-Pro,3.449644,
wol,CASTLES-Pro,3.367914,
wol,CASTLES-Pro,3.250268,
wol,CASTLES-Pro,3.272712,
wol,CASTLES-Pro,3.282209,
wol,CASTLES-Pro,3.245095,
wol,CASTLES-Pro,2.88018,
wol,CASTLES-Pro,3.147072,
wol,CASTLES-Pro,3.137191,
wol,CASTLES-Pro,2.570803,
wol,CASTLES-Pro,2.485581,
wol,CASTLES-Pro,2.655657,
wol,CASTLES-Pro,6.774669,
wol,CASTLES-Pro,6.957339,
wol,CASTLES-Pro,6.662503,
wol,CASTLES-Pro,4.223749,
wol,CASTLES-Pro,3.312587,
wol,CASTLES-Pro,3.047028,
wol,CASTLES-Pro,9.923913,
wol,CASTLES-Pro,9.396579,
wol,CASTLES-Pro,5.807137,
wol,CASTLES-Pro,5.59745,
wol,CASTLES-Pro,3.67373,
wol,CASTLES-Pro,3.672734,
wol,CASTLES-Pro,3.664051,
wol,CASTLES-Pro,3.568705,
wol,CASTLES-Pro,3.377548,
wol,CASTLES-Pro,3.349849,
wol,CASTLES-Pro,2.884656,
wol,CASTLES-Pro,3.873855,
wol,CASTLES-Pro,3.885355,
wol,CASTLES-Pro,3.34429,
wol,CASTLES-Pro,4.126837,
wol,CASTLES-Pro,4.106853,
wol,CASTLES-Pro,3.949366,
wol,CASTLES-Pro,2.903178,
wol,CASTLES-Pro,3.859626,
wol,CASTLES-Pro,3.868437,
wol,CASTLES-Pro,3.751276,
wol,CASTLES-Pro,3.842624,
wol,CASTLES-Pro,3.84525,
wol,CASTLES-Pro,3.834169,
wol,CASTLES-Pro,3.648485,
wol,CASTLES-Pro,3.507992,
wol,CASTLES-Pro,3.922743,
wol,CASTLES-Pro,3.917999,
wol,CASTLES-Pro,3.534668,
wol,CASTLES-Pro,3.342262,
wol,CASTLES-Pro,3.009702,
wol,CASTLES-Pro,3.003211,
wol,CASTLES-Pro,2.892586,
wol,CASTLES-Pro,4.033891,
wol,CASTLES-Pro,4.036375,
wol,CASTLES-Pro,3.707514,
wol,CASTLES-Pro,3.738044,
wol,CASTLES-Pro,3.63166,
wol,CASTLES-Pro,3.443907,
wol,CASTLES-Pro,3.656421,
wol,CASTLES-Pro,2.986657,
wol,CASTLES-Pro,3.641967,
wol,CASTLES-Pro,3.642019,
wol,CASTLES-Pro,3.311456,
wol,CASTLES-Pro,2.978101,
wol,CASTLES-Pro,3.912202,
wol,CASTLES-Pro,3.905307,
wol,CASTLES-Pro,3.796811,
wol,CASTLES-Pro,3.723672,
wol,CASTLES-Pro,3.68041,
wol,CASTLES-Pro,3.677414,
wol,CASTLES-Pro,3.660683,
wol,CASTLES-Pro,3.657429,
wol,CASTLES-Pro,3.308628,
wol,CASTLES-Pro,3.504385,
wol,CASTLES-Pro,3.519425,
wol,CASTLES-Pro,2.864061,
wol,CASTLES-Pro,3.278362,
wol,CASTLES-Pro,3.266475,
wol,CASTLES-Pro,3.066008,
wol,CASTLES-Pro,4.547604,
wol,CASTLES-Pro,4.560031,
wol,CASTLES-Pro,4.434223,
wol,CASTLES-Pro,4.3998,
wol,CASTLES-Pro,4.437453,
wol,CASTLES-Pro,4.308038,
wol,CASTLES-Pro,4.206796,
wol,CASTLES-Pro,4.513932,
wol,CASTLES-Pro,4.512424,
wol,CASTLES-Pro,4.369229,
wol,CASTLES-Pro,4.220901,
wol,CASTLES-Pro,4.220569,
wol,CASTLES-Pro,4.250516,
wol,CASTLES-Pro,4.136639,
wol,CASTLES-Pro,4.104555,
wol,CASTLES-Pro,4.116192,
wol,CASTLES-Pro,4.128547,
wol,CASTLES-Pro,5.037313,
wol,CASTLES-Pro,4.778454,
wol,CASTLES-Pro,5.050572,
wol,CASTLES-Pro,3.895051,
wol,CASTLES-Pro,3.657085,
wol,CASTLES-Pro,3.825351,
wol,CASTLES-Pro,3.75089,
wol,CASTLES-Pro,3.569886,
wol,CASTLES-Pro,3.76294,
wol,CASTLES-Pro,3.801933,
wol,CASTLES-Pro,3.468606,
wol,CASTLES-Pro,5.47052,
wol,CASTLES-Pro,5.375822,
wol,CASTLES-Pro,5.358251,
wol,CASTLES-Pro,4.96856,
wol,CASTLES-Pro,4.943259,
wol,CASTLES-Pro,4.531379,
wol,CASTLES-Pro,4.557324,
wol,CASTLES-Pro,3.836811,
wol,CASTLES-Pro,4.18738,
wol,CASTLES-Pro,4.268705,
wol,CASTLES-Pro,4.290139,
wol,CASTLES-Pro,3.912707,
wol,CASTLES-Pro,3.949191,
wol,CASTLES-Pro,3.903818,
wol,CASTLES-Pro,3.792954,
wol,CASTLES-Pro,3.963456,
wol,CASTLES-Pro,3.709341,
wol,CASTLES-Pro,3.681183,
wol,CASTLES-Pro,3.556741,
wol,CASTLES-Pro,3.116501,
wol,CASTLES-Pro,3.273523,
wol,CASTLES-Pro,2.999335,
wol,CASTLES-Pro,2.800193,
wol,CASTLES-Pro,2.753605,
wol,CASTLES-Pro,2.788944,
wol,CASTLES-Pro,2.33386,
wol,CASTLES-Pro,2.314533,
wol,CASTLES-Pro,2.819181,
wol,CASTLES-Pro,4.088384,
wol,CASTLES-Pro,4.132997,
wol,CASTLES-Pro,3.560894,
wol,CASTLES-Pro,3.087845,
wol,CASTLES-Pro,3.518395,
wol,CASTLES-Pro,3.599518,
wol,CASTLES-Pro,3.099042,
wol,CASTLES-Pro,2.572498,
wol,CASTLES-Pro,2.765497,
wol,CASTLES-Pro,5.473238,
wol,CASTLES-Pro,5.73429,
wol,CASTLES-Pro,4.948993,
wol,CASTLES-Pro,5.227714,
wol,CASTLES-Pro,4.736717,
wol,CASTLES-Pro,4.674669,
wol,CASTLES-Pro,4.37181,
wol,CASTLES-Pro,4.230709,
wol,CASTLES-Pro,4.163968,
wol,CASTLES-Pro,4.066151,
wol,CASTLES-Pro,4.857162,
wol,CASTLES-Pro,4.58026,
wol,CASTLES-Pro,4.105296,
wol,CASTLES-Pro,3.812791,
wol,CASTLES-Pro,4.022571,
wol,CASTLES-Pro,3.973862,
wol,CASTLES-Pro,3.852549,
wol,CASTLES-Pro,3.879947,
wol,CASTLES-Pro,2.830303,
wol,CASTLES-Pro,3.017422,
wol,CASTLES-Pro,4.25539,
wol,CASTLES-Pro,4.061016,
wol,CASTLES-Pro,4.054339,
wol,CASTLES-Pro,3.994637,
wol,CASTLES-Pro,3.826026,
wol,CASTLES-Pro,3.965169,
wol,CASTLES-Pro,4.06592,
wol,CASTLES-Pro,3.835851,
wol,CASTLES-Pro,3.988767,
wol,CASTLES-Pro,3.988767,
wol,CASTLES-Pro,3.850548,
wol,CASTLES-Pro,3.638228,
wol,CASTLES-Pro,3.599582,
wol,CASTLES-Pro,3.612724,
wol,CASTLES-Pro,3.625606,
wol,CASTLES-Pro,3.404403,
wol,CASTLES-Pro,3.361543,
wol,CASTLES-Pro,4.016318,
wol,CASTLES-Pro,4.111701,
wol,CASTLES-Pro,3.934053,
wol,CASTLES-Pro,4.101763,
wol,CASTLES-Pro,3.875026,
wol,CASTLES-Pro,4.972653,
wol,CASTLES-Pro,5.010515,
wol,CASTLES-Pro,3.829768,
wol,CASTLES-Pro,3.486713,
wol,CASTLES-Pro,3.355537,
wol,CASTLES-Pro,3.152809,
wol,CASTLES-Pro,3.800202,
wol,CASTLES-Pro,3.803231,
wol,CASTLES-Pro,3.701774,
wol,CASTLES-Pro,3.346959,
wol,CASTLES-Pro,3.270174,
wol,CASTLES-Pro,3.141889,
wol,CASTLES-Pro,2.994196,
wol,CASTLES-Pro,3.090594,
wol,CASTLES-Pro,3.510333,
wol,CASTLES-Pro,3.506884,
wol,CASTLES-Pro,3.406591,
wol,CASTLES-Pro,3.327266,
wol,CASTLES-Pro,3.308159,
wol,CASTLES-Pro,3.39871,
wol,CASTLES-Pro,3.377044,
wol,CASTLES-Pro,3.23203,
wol,CASTLES-Pro,2.826637,
wol,CASTLES-Pro,3.710485,
wol,CASTLES-Pro,3.707781,
wol,CASTLES-Pro,3.634913,
wol,CASTLES-Pro,3.672086,
wol,CASTLES-Pro,3.662288,
wol,CASTLES-Pro,3.499034,
wol,CASTLES-Pro,3.542715,
wol,CASTLES-Pro,3.517428,
wol,CASTLES-Pro,3.548992,
wol,CASTLES-Pro,3.519058,
wol,CASTLES-Pro,3.44973,
wol,CASTLES-Pro,3.586915,
wol,CASTLES-Pro,3.578157,
wol,CASTLES-Pro,3.577184,
wol,CASTLES-Pro,3.561804,
wol,CASTLES-Pro,3.546326,
wol,CASTLES-Pro,3.5087,
wol,CASTLES-Pro,3.43872,
wol,CASTLES-Pro,3.374122,
wol,CASTLES-Pro,3.393035,
wol,CASTLES-Pro,3.373099,
wol,CASTLES-Pro,3.441437,
wol,CASTLES-Pro,3.460824,
wol,CASTLES-Pro,3.323686,
wol,CASTLES-Pro,3.326356,
wol,CASTLES-Pro,3.33704,
wol,CASTLES-Pro,3.361732,
wol,CASTLES-Pro,3.363749,
wol,CASTLES-Pro,3.371333,
wol,CASTLES-Pro,2.989865,
wol,CASTLES-Pro,3.923174,
wol,CASTLES-Pro,3.927276,
wol,CASTLES-Pro,3.752448,
wol,CASTLES-Pro,3.682861,
wol,CASTLES-Pro,3.664059,
wol,CASTLES-Pro,3.612354,
wol,CASTLES-Pro,3.613547,
wol,CASTLES-Pro,3.61197,
wol,CASTLES-Pro,3.841869,
wol,CASTLES-Pro,3.830856,
wol,CASTLES-Pro,3.787812,
wol,CASTLES-Pro,3.66313,
wol,CASTLES-Pro,3.619444,
wol,CASTLES-Pro,3.522889,
wol,CASTLES-Pro,3.523559,
wol,CASTLES-Pro,3.342365,
wol,CASTLES-Pro,3.283327,
wol,CASTLES-Pro,3.366864,
wol,CASTLES-Pro,3.338627,
wol,CASTLES-Pro,3.523394,
wol,CASTLES-Pro,3.483368,
wol,CASTLES-Pro,3.426329,
wol,CASTLES-Pro,3.46187,
wol,CASTLES-Pro,3.422788,
wol,CASTLES-Pro,3.259791,
wol,CASTLES-Pro,3.128995,
wol,CASTLES-Pro,3.306759,
wol,CASTLES-Pro,3.294064,
wol,CASTLES-Pro,3.327948,
wol,CASTLES-Pro,3.281334,
wol,CASTLES-Pro,3.309311,
wol,CASTLES-Pro,2.949609,
wol,CASTLES-Pro,3.013367,
wol,CASTLES-Pro,2.985257,
wol,CASTLES-Pro,2.746438,
wol,CASTLES-Pro,3.210042,
wol,CASTLES-Pro,3.218906,
wol,CASTLES-Pro,3.096457,
wol,CASTLES-Pro,3.024806,
wol,CASTLES-Pro,2.853151,
wol,CASTLES-Pro,3.282405,
wol,CASTLES-Pro,3.296655,
wol,CASTLES-Pro,3.285803,
wol,CASTLES-Pro,3.322246,
wol,CASTLES-Pro,3.322247,
wol,CASTLES-Pro,3.023173,
wol,CASTLES-Pro,3.137177,
wol,CASTLES-Pro,3.100889,
wol,CASTLES-Pro,3.102708,
wol,CASTLES-Pro,3.023562,
wol,CASTLES-Pro,3.002683,
wol,CASTLES-Pro,2.99469,
wol,CASTLES-Pro,2.911549,
wol,CASTLES-Pro,2.91847,
wol,CASTLES-Pro,2.950112,
wol,CASTLES-Pro,2.834432,
wol,CASTLES-Pro,4.305505,
wol,CASTLES-Pro,4.307598,
wol,CASTLES-Pro,4.083264,
wol,CASTLES-Pro,4.449979,
wol,CASTLES-Pro,3.713581,
wol,CASTLES-Pro,3.771166,
wol,CASTLES-Pro,3.674122,
wol,CASTLES-Pro,3.398286,
wol,CASTLES-Pro,2.502467,
wol,CASTLES-Pro,3.139889,
wol,CASTLES-Pro,3.048034,
wol,CASTLES-Pro,2.900646,
wol,CASTLES-Pro,3.130521,
wol,CASTLES-Pro,3.131177,
wol,CASTLES-Pro,3.071174,
wol,CASTLES-Pro,2.791678,
wol,CASTLES-Pro,2.251282,
wol,CASTLES-Pro,2.217041,
wol,CASTLES-Pro,3.944146,
wol,CASTLES-Pro,3.962122,
wol,CASTLES-Pro,3.637707,
wol,CASTLES-Pro,3.254122,
wol,CASTLES-Pro,3.307906,
wol,CASTLES-Pro,3.259395,
wol,CASTLES-Pro,3.618668,
wol,CASTLES-Pro,3.618704,
wol,CASTLES-Pro,3.80369,
wol,CASTLES-Pro,3.348813,
wol,CASTLES-Pro,3.421319,
wol,CASTLES-Pro,3.332419,
wol,CASTLES-Pro,3.362227,
wol,CASTLES-Pro,3.253156,
wol,CASTLES-Pro,3.072688,
wol,CASTLES-Pro,3.631921,
wol,CASTLES-Pro,3.675781,
wol,CASTLES-Pro,3.503511,
wol,CASTLES-Pro,3.45633,
wol,CASTLES-Pro,3.729718,
wol,CASTLES-Pro,3.731744,
wol,CASTLES-Pro,7.105696,
wol,CASTLES-Pro,7.083783,
wol,CASTLES-Pro,7.134811,
wol,CASTLES-Pro,6.942518,
wol,CASTLES-Pro,6.978784,
wol,CASTLES-Pro,6.967108,
wol,CASTLES-Pro,7.007606,
wol,CASTLES-Pro,6.943987,
wol,CASTLES-Pro,6.920043,
wol,CASTLES-Pro,6.916106,
wol,CASTLES-Pro,7.018098,
wol,CASTLES-Pro,7.017347,
wol,CASTLES-Pro,7.223513,
wol,CASTLES-Pro,7.183476,
wol,CASTLES-Pro,7.14996,
wol,CASTLES-Pro,7.078729,
wol,CASTLES-Pro,6.896603,
wol,CASTLES-Pro,6.827096,
wol,CASTLES-Pro,7.218547,
wol,CASTLES-Pro,7.201757,
wol,CASTLES-Pro,7.064933,
wol,CASTLES-Pro,6.989699,
wol,CASTLES-Pro,6.793881,
wol,CASTLES-Pro,6.755154,
wol,CASTLES-Pro,7.379691,
wol,CASTLES-Pro,7.379691,
wol,CASTLES-Pro,7.36146,
wol,CASTLES-Pro,7.245266,
wol,CASTLES-Pro,7.28127,
wol,CASTLES-Pro,7.282218,
wol,CASTLES-Pro,7.162737,
wol,CASTLES-Pro,7.059975,
wol,CASTLES-Pro,7.047586,
wol,CASTLES-Pro,6.932748,
wol,CASTLES-Pro,6.999741,
wol,CASTLES-Pro,7.172746,
wol,CASTLES-Pro,7.177438,
wol,CASTLES-Pro,7.135423,
wol,CASTLES-Pro,7.170632,
wol,CASTLES-Pro,7.168832,
wol,CASTLES-Pro,7.032957,
wol,CASTLES-Pro,7.052094,
wol,CASTLES-Pro,7.083433,
wol,CASTLES-Pro,6.582212,
wol,CASTLES-Pro,6.725076,
wol,CASTLES-Pro,6.767261,
wol,CASTLES-Pro,6.55411,
wol,CASTLES-Pro,6.880415,
wol,CASTLES-Pro,6.875,
wol,CASTLES-Pro,6.683794,
wol,CASTLES-Pro,6.580307,
wol,CASTLES-Pro,6.852642,
wol,CASTLES-Pro,6.851356,
wol,CASTLES-Pro,6.854075,
wol,CASTLES-Pro,6.508464,
wol,CASTLES-Pro,6.306267,
wol,CASTLES-Pro,6.74808,
wol,CASTLES-Pro,6.746099,
wol,CASTLES-Pro,6.634578,
wol,CASTLES-Pro,6.587263,
wol,CASTLES-Pro,6.591475,
wol,CASTLES-Pro,6.3946,
wol,CASTLES-Pro,6.253976,
wol,CASTLES-Pro,6.842374,
wol,CASTLES-Pro,6.846014,
wol,CASTLES-Pro,6.634627,
wol,CASTLES-Pro,6.628489,
wol,CASTLES-Pro,6.624738,
wol,CASTLES-Pro,6.632612,
wol,CASTLES-Pro,6.659534,
wol,CASTLES-Pro,6.661789,
wol,CASTLES-Pro,6.490264,
wol,CASTLES-Pro,6.47899,
wol,CASTLES-Pro,6.545136,
wol,CASTLES-Pro,6.545328,
wol,CASTLES-Pro,6.434805,
wol,CASTLES-Pro,6.437557,
wol,CASTLES-Pro,6.384137,
wol,CASTLES-Pro,6.42183,
wol,CASTLES-Pro,6.41473,
wol,CASTLES-Pro,6.432438,
wol,CASTLES-Pro,6.43785,
wol,CASTLES-Pro,6.263799,
wol,CASTLES-Pro,6.300704,
wol,CASTLES-Pro,6.283496,
wol,CASTLES-Pro,6.211787,
wol,CASTLES-Pro,6.206076,
wol,CASTLES-Pro,6.209663,
wol,CASTLES-Pro,6.23578,
wol,CASTLES-Pro,6.132903,
wol,CASTLES-Pro,6.127413,
wol,CASTLES-Pro,7.141044,
wol,CASTLES-Pro,7.13354,
wol,CASTLES-Pro,6.783573,
wol,CASTLES-Pro,6.785189,
wol,CASTLES-Pro,6.761635,
wol,CASTLES-Pro,6.689302,
wol,CASTLES-Pro,6.694108,
wol,CASTLES-Pro,6.792351,
wol,CASTLES-Pro,6.806176,
wol,CASTLES-Pro,6.814306,
wol,CASTLES-Pro,6.67064,
wol,CASTLES-Pro,6.408432,
wol,CASTLES-Pro,6.34332,
wol,CASTLES-Pro,6.293196,
wol,CASTLES-Pro,6.487121,
wol,CASTLES-Pro,6.488815,
wol,CASTLES-Pro,6.509717,
wol,CASTLES-Pro,6.503038,
wol,CASTLES-Pro,6.457224,
wol,CASTLES-Pro,6.394191,
wol,CASTLES-Pro,6.34663,
wol,CASTLES-Pro,6.261337,
wol,CASTLES-Pro,6.398356,
wol,CASTLES-Pro,6.403081,
wol,CASTLES-Pro,6.377381,
wol,CASTLES-Pro,6.41971,
wol,CASTLES-Pro,6.412733,
wol,CASTLES-Pro,6.264097,
wol,CASTLES-Pro,5.961985,
wol,CASTLES-Pro,6.559619,
wol,CASTLES-Pro,6.508793,
wol,CASTLES-Pro,6.42754,
wol,CASTLES-Pro,6.321246,
wol,CASTLES-Pro,6.548332,
wol,CASTLES-Pro,6.549843,
wol,CASTLES-Pro,6.374864,
wol,CASTLES-Pro,6.373388,
wol,CASTLES-Pro,6.669227,
wol,CASTLES-Pro,6.672125,
wol,CASTLES-Pro,6.565887,
wol,CASTLES-Pro,6.291539,
wol,CASTLES-Pro,6.193077,
wol,CASTLES-Pro,6.060301,
wol,CASTLES-Pro,5.942741,
wol,CASTLES-Pro,5.979468,
wol,CASTLES-Pro,6.497624,
wol,CASTLES-Pro,6.497624,
wol,CASTLES-Pro,6.278768,
wol,CASTLES-Pro,6.131144,
wol,CASTLES-Pro,6.180292,
wol,CASTLES-Pro,6.186775,
wol,CASTLES-Pro,6.013895,
wol,CASTLES-Pro,6.102243,
wol,CASTLES-Pro,5.929068,
wol,CASTLES-Pro,5.941374,
wol,CASTLES-Pro,6.013577,
wol,CASTLES-Pro,6.014189,
wol,CASTLES-Pro,6.547584,
wol,CASTLES-Pro,6.549293,
wol,CASTLES-Pro,6.484066,
wol,CASTLES-Pro,6.495627,
wol,CASTLES-Pro,5.967492,
wol,CASTLES-Pro,5.870829,
wol,CASTLES-Pro,6.170015,
wol,CASTLES-Pro,6.167234,
wol,CASTLES-Pro,6.090313,
wol,CASTLES-Pro,5.667364,
wol,CASTLES-Pro,6.007388,
wol,CASTLES-Pro,6.0186,
wol,CASTLES-Pro,5.892432,
wol,CASTLES-Pro,5.843262,
wol,CASTLES-Pro,5.83933,
wol,CASTLES-Pro,5.82504,
wol,CASTLES-Pro,5.643458,
wol,CASTLES-Pro,5.556921,
wol,CASTLES-Pro,5.931659,
wol,CASTLES-Pro,5.925671,
wol,CASTLES-Pro,5.977104,
wol,CASTLES-Pro,5.982977,
wol,CASTLES-Pro,5.733232,
wol,CASTLES-Pro,5.58141,
wol,CASTLES-Pro,5.486534,
wol,CASTLES-Pro,6.057175,
wol,CASTLES-Pro,6.08131,
wol,CASTLES-Pro,6.076664,
wol,CASTLES-Pro,6.075883,
wol,CASTLES-Pro,5.897528,
wol,CASTLES-Pro,5.860686,
wol,CASTLES-Pro,5.776141,
wol,CASTLES-Pro,6.045891,
wol,CASTLES-Pro,6.017666,
wol,CASTLES-Pro,6.021157,
wol,CASTLES-Pro,6.517885,
wol,CASTLES-Pro,6.530854,
wol,CASTLES-Pro,6.265385,
wol,CASTLES-Pro,6.158465,
wol,CASTLES-Pro,5.871067,
wol,CASTLES-Pro,5.809839,
wol,CASTLES-Pro,5.98802,
wol,CASTLES-Pro,6.114702,
wol,CASTLES-Pro,5.55175,
wol,CASTLES-Pro,5.457309,
wol,CASTLES-Pro,4.840559,
wol,CASTLES-Pro,5.592086,
wol,CASTLES-Pro,5.579177,
wol,CASTLES-Pro,5.712985,
wol,CASTLES-Pro,5.707878,
wol,CASTLES-Pro,5.662895,
wol,CASTLES-Pro,5.551368,
wol,CASTLES-Pro,5.549522,
wol,CASTLES-Pro,6.02394,
wol,CASTLES-Pro,6.028285,
wol,CASTLES-Pro,5.858088,
wol,CASTLES-Pro,5.507003,
wol,CASTLES-Pro,5.357062,
wol,CASTLES-Pro,4.994496,
wol,CASTLES-Pro,5.627209,
wol,CASTLES-Pro,5.623033,
wol,CASTLES-Pro,5.545946,
wol,CASTLES-Pro,5.389806,
wol,CASTLES-Pro,5.361914,
wol,CASTLES-Pro,5.383629,
wol,CASTLES-Pro,5.566303,
wol,CASTLES-Pro,5.568467,
wol,CASTLES-Pro,5.352947,
wol,CASTLES-Pro,5.241033,
wol,CASTLES-Pro,5.553385,
wol,CASTLES-Pro,5.548315,
wol,CASTLES-Pro,5.525896,
wol,CASTLES-Pro,5.539422,
wol,CASTLES-Pro,5.544242,
wol,CASTLES-Pro,5.547728,
wol,CASTLES-Pro,5.530899,
wol,CASTLES-Pro,5.640717,
wol,CASTLES-Pro,5.643897,
wol,CASTLES-Pro,5.661929,
wol,CASTLES-Pro,5.661064,
wol,CASTLES-Pro,5.559587,
wol,CASTLES-Pro,5.534427,
wol,CASTLES-Pro,5.57825,
wol,CASTLES-Pro,4.824283,
wol,CASTLES-Pro,6.622544,
wol,CASTLES-Pro,6.624483,
wol,CASTLES-Pro,6.603134,
wol,CASTLES-Pro,6.549721,
wol,CASTLES-Pro,6.461353,
wol,CASTLES-Pro,6.366177,
wol,CASTLES-Pro,6.483215,
wol,CASTLES-Pro,5.591611,
wol,CASTLES-Pro,6.132176,
wol,CASTLES-Pro,6.13158,
wol,CASTLES-Pro,5.432051,
wol,CASTLES-Pro,5.409051,
wol,CASTLES-Pro,5.426091,
wol,CASTLES-Pro,5.427576,
wol,CASTLES-Pro,5.332998,
wol,CASTLES-Pro,5.923508,
wol,CASTLES-Pro,5.921373,
wol,CASTLES-Pro,5.958999,
wol,CASTLES-Pro,5.964885,
wol,CASTLES-Pro,5.691878,
wol,CASTLES-Pro,5.730299,
wol,CASTLES-Pro,5.983891,
wol,CASTLES-Pro,5.97309,
wol,CASTLES-Pro,5.629964,
wol,CASTLES-Pro,5.434029,
wol,CASTLES-Pro,5.320058,
wol,CASTLES-Pro,4.964727,
wol,CASTLES-Pro,4.941398,
wol,CASTLES-Pro,5.055611,
wol,CASTLES-Pro,6.135892,
wol,CASTLES-Pro,5.913199,
wol,CASTLES-Pro,5.898398,
wol,CASTLES-Pro,5.248301,
wol,CASTLES-Pro,5.651232,
wol,CASTLES-Pro,5.65555,
wol,CASTLES-Pro,6.892827,
wol,CASTLES-Pro,6.974756,
wol,CASTLES-Pro,6.397568,
wol,CASTLES-Pro,5.694861,
wol,CASTLES-Pro,5.647231,
wol,CASTLES-Pro,5.647223,
wol,CASTLES-Pro,5.60702,
wol,CASTLES-Pro,5.669958,
wol,CASTLES-Pro,5.537338,
